,Job position,Company,Location,Dimension,Candidates,Post time,JavaScript,Python,C#,Ruby,.Net,SQL,Angular.js,React.js,Node.js,Java,Links,Body
0,Senior Frontend Software Engineer,eDreams ODIGEO,Porto e Região,1.001-5.000 funcionários,3 candidatos,Anunciada há 1 semana,1,0,0,0,0,0,0,1,1,0,https://www.linkedin.com/jobs/view/2368901097/?eBP=CwEAAAF3SsJm3lRxUoGDybSraRfesISnwx-Gu2J-7I6vWIIgBqm9kVOe5yqfz5CrSv1aj15tjaRyRzPWiHlHYAEP66HKlYUS4Y2niP8AXanpSWIg-jXlaLMvIMhXzRJ2d1H27Ygiibi0XqVCRWf646cSHr5vCFw5UGqzNaXsmse6u8yyLLfEXOZJNz0vIsm8m1JEoP53P4SAT9fS4nfRl1rdQc5nA5pH_aeEORGJ1kqqGCwwNsBsaniepjJneH1WBYwLT8SB-D3bMMK7g-AFk0iwbfacb0nLbExDzwOMddJI-vfS5eMt7vSfDa7nRNdLEdQym4kOr8-uAgXk3KhFUwO5pMQhBQ0OsUZs3nTnP5KDLpziDEqRN8OaOBb7NH7D1gov3xFXC8rW7ac&recommendedFlavor=SCHOOL_RECRUIT&refId=fWbfplVnKzmPP4ciRM2d0g%3D%3D&trackingId=YjdeX8fj7M6%2FVWzABjiOfA%3D%3D&trk=flagship3_search_srp_jobs,anunciada por nora valderrama growing porto hub | talent acquisition specialist at edreams odigeo envie inmail are you ready to shape the future of travel by working at one of the world's largest online travel companies? at edreams odigeo you will have a real impact  combining more than 600 airlines and 100 000 flights worldwide every day into billions of potential combinations and helping our users find the very best travel deals   our mission is to build a disruptive subscription program that allows customers to access discounted  competitive fares and to a set of other additional perks by becoming members  the prime project is unique in the ota space and its innovative proposition is also one of the pillars of edreams odigeo transformation that aims to accelerate on price transparency and on changing the acquisition traffic mix  while getting closer to our customers   as a software engineer  you will work in the main acquisition tool of the company  taking the responsibility of building a unique program that customers truly love and that will revolutionise the way customers decide where to buy travel   we are looking for a senior frontend software engineer to join our porto headquarters   we set the path  shape with us the way people travel   at edreams odigeo  we believe in full end to end ownership of results and empower our teams to develop solutions that benefit both the customer and our business  iterating fast to continuously learn and improve  we are a fully agile organisation  and our product development teams use kanban practices to deliver business value continuously   you will work with a top notch tech stack  including: es6 code frameworks like backbone javascript libraries like react   vue  and lodash style sheet preprocessors like sass testing frameworks and libraries like mocha  chai  underscore automatic functional testing  selenium   cucumber   node   packages and task runners like webpack  babel  grunt  npm  if you join our high talented team you'll contribute on extending the perks  increasing the value of the prime program for our customers  expanding to more markets  and creating a memorable and personalised experience for prime members   do you have a real passion to thrive developing high-quality software? join us and put your expert javascript knowledge to use crafting high-performance applications   you will: be part of a young multidisciplinary team where everyone can speak up with new ideas  take initiative and be a self-starter take advantage of your data driven capabilities and use your design pattern skills to solve problems be enthusiastic and come up with creative options to deliver solutions use your knowledge of cloud and of continuous delivery environments to help you deliver value quickly seek out opportunities to learn  share and grow continuously we work in english so you will need good technical english level   what do we offer? a free edreams prime subscription to benefit from significant discounts on your travels  competitive compensation package with an attractive bonus structure  excellent environment for continuous growth and learning: with our learning & development programs  you will have access to tech talks  internal soft skills and technical skills trainings  language lessons  external events and industry conferences  free subscription to o'reilly online learning  fast-track career development: with our unique programs  you are always working towards the next step on your career path  we also have for you a ticket restaurant benefit & unlimited beverages and coffee for free at the office  with many types of milk alternatives  because we like our edoers happy and healthy!  a phenomenal lifestyle and work-life-balance  new to the city? we also offer great relocation packages  additional prizes and awards for a variety of team and individual achievements  fun at work: at edreams odigeo  work and fun go hand in hand!  … and the opportunity to work in a dynamic  dedicated  fun and passionate team of professionals  we journey together!  come fly with us and join us now   edreams odigeo under its four leading online travel agency brands – edreams  go voyages  opodo  travellink  and the metasearch engine liligo –is an equal opportunity employer and value diversity and inclusion  we do not discriminate on the basis of race  religion  color  national origin  gender  sexual orientation  age  marital status or disability status  nível de experiência pleno-sênior setor lazer  viagens e turismo tipo de emprego tempo integral funções de trabalho engenharia tecnologia da informação
2,Senior Java Software Engineer,eDreams ODIGEO,Porto e Região,1.001-5.000 funcionários,2 candidatos,Anunciada há 1 semana,0,0,0,0,0,0,0,0,0,1,https://www.linkedin.com/jobs/view/2367095549/?eBP=CwEAAAF3SsJm3nRGrbxX5rrpge3Fxexk82kfvEf5YzsNKoqXnFwmiExBkE-GdEzNNFn0hnK94lk_UiIZpEDXJ4E_jDFALfS4DnvYh3UN97oStsUpVOKLT3N1y6lUiYKWvvxCeOWLcmvXYEJSSHOyVKctVO0ocQgrhejWvp7_rEsQ1E4SxHFoga0-ezcNTZfugtFoqb9RlXcSeHdbZSA202bm6Nh243oqloRQDuHX1evp_kCmGpEIELK-rA1N3s4o82KqapmK94dyR5p_jpYoS2CDDILUeeMCPCoupGIY9lQ6HLk1H2eNyrQgxHidbQ14hVN3vHrgBOor3vEPlZ0z0ZLecN9drbKpm4cpjwH-ZBM_zmxALMS-CneQJsn92cwEE-qH7imoiXDrIJk&recommendedFlavor=SCHOOL_RECRUIT&refId=fWbfplVnKzmPP4ciRM2d0g%3D%3D&trackingId=%2B85D89yUUqeDzxX7erumeg%3D%3D&trk=flagship3_search_srp_jobs,anunciada por nora valderrama growing porto hub | talent acquisition specialist at edreams odigeo envie inmail are you ready to shape the future of travel by working at one of the world's largest online travel companies? at edreams odigeo you will have a real impact  combining more than 600 airlines and 100 000 flights worldwide every day into billions of potential combinations and helping our users find the very best travel deals  our mission is to help customers reach their destination by offering millions of combinations in real time of different products like flights  trains and hotels to travel worldwide  and find the best travel deals by using technology and data    we are looking for a senior java software engineer to join our porto headquarters   you will be in charge of building and evolving the search domain microservices platform which powers more than 80 millions searches every day  you will concurrently obtain the best offers from the airlines and combine them to build the best deal and offer it to the customer in instant real time   we set the path  shape with us the way people travel   at edreams odigeo  we believe in full end to end ownership of results and empower our teams to develop solutions that benefit both the customer and our business  iterating fast to continuously learn and improve  we are a fully agile organisation  and our product development teams use kanban practices to deliver business value continuously   you will work with a top notch tech stack  including: java 11 bigdata  kafka  cassandra  bigtable  redis  neo4j…  machine learning models datamesh  docker  kubernetes  google cloud sonarqube  the technical mindset is really important for us  this is why we promote: microservices platform clean code solid principles and tdd  do you have a real passion to thrive developing high-quality software? join us and put your expert java knowledge to use crafting high-performance applications   you will: be part of a young multidisciplinary team where everyone can speak up with new ideas  take initiative and be a self-starter take advantage of your data driven capabilities and use your design pattern skills to solve problems be enthusiastic and come up with creative options to deliver solutions use your knowledge of cloud and of continuous delivery environments to help you deliver value quickly seek out opportunities to learn  share and grow continuously we work in english so you will need good technical english level   what do we offer? a free edreams prime subscription to benefit from significant discounts on your travels  competitive compensation package with an attractive bonus structure  excellent environment for continuous growth and learning: with our learning & development programs  you will have access to tech talks  internal soft skills and technical skills trainings  language lessons  external events and industry conferences  free subscription to o'reilly online learning  fast-track career development: with our unique programs  you are always working towards the next step on your career path  we also have for you a ticket restaurant benefit & unlimited beverages and coffee for free at the office  with many types of milk alternatives  because we like our edoers happy and healthy!  a phenomenal lifestyle and work-life-balance  new to the city? we also offer great relocation packages  additional prizes and awards for a variety of team and individual achievements  fun at work: at edreams odigeo  work and fun go hand in hand!  … and the opportunity to work in a dynamic  dedicated  fun and passionate team of professionals  we journey together!  come fly with us and join us now   edreams odigeo under its four leading online travel agency brands – edreams  go voyages  opodo  travellink  and the metasearch engine liligo –is an equal opportunity employer and value diversity and inclusion  we do not discriminate on the basis of race  religion  color  national origin  gender  sexual orientation  age  marital status or disability status  nível de experiência pleno-sênior setor lazer  viagens e turismo tipo de emprego tempo integral funções de trabalho engenharia tecnologia da informação
4,"Full Stack Developer – Eventos, Desporto, Turismo",Bolder,"Porto, Portugal",2-10 funcionários,5 candidatos,Anunciada há 3 dias,1,0,0,0,0,1,0,0,1,0,https://www.linkedin.com/jobs/view/2373186166/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=JOB_SEEKER_QUALIFIED&refId=fWbfplVnKzmPP4ciRM2d0g%3D%3D&trackingId=N5GmxV09DRSvMELvfNW6Hw%3D%3D&trk=flagship3_search_srp_jobs,anunciada por pedro pais rodrigues 2° consultor senior de rh envie inmail na bolder tech  a empresa tecnológica do grupo braver  com pólos em s  joão da madeira e lisboa  que desenvolve produtos e serviços próprios nomeadamente para eventos  desporto  turismo  esports e comunicação  queremos integrar na equipa com base em s  joão da madeira  um a   fullstack developer – eventos  desporto  turismo  m f o   que pesquise  conceba  implemente e gira programas e aplicações  os teste e avalie  identifique e promova melhorias  escreva código eficiente e replicável  aplique procedimentos de controlo da qualidade  utilize eficazmente ferramentas  processos e métricas  mantenha e melhore os sistemas existentes  trabalhe em equipa com outros developers  designers ux e analistas de sistemas   são requisitos essenciais: formação superior em eng  informática ou similar  3 anos de experiência como developer com prática de desenvolvimento de soluções aplicacionais e de front end  web ou não web   domínio de html  css  php  javascript  wordpress e sql  experiência com node   ou typescript  github ou jira e metodologias agyle  fluência em inglês   valorizamos ainda: gosto pelo conhecimento e adopção rápida de novas tecnologias  capacidade analítica  atenção ao detalhe  espírito de equipa  capacidade de comunicação escrita e verbal  atitude calma  flexível e resiliente sob stress  orientação para o cliente   queremos estabelecer uma relação de longo prazo  com excelentes perspetivas de evolução numa organização profissional  cheia de energia ambição  trabalho tendencialmente remoto mas presencial em reuniões de equipa  com clientes e no apoio a eventos   agradecemos resposta com carta de motivação  acompanhada de c v  detalhado  para pedro paisrodrigues@braver pt   guarda-se sigilo   nível de experiência não aplicável setor tecnologia da informação e serviços tipo de emprego tempo integral
6,FullStack Developer (m/f) - Lisbon,Noesis,"Lisboa, Lisboa, Portugal",501-1.000 funcionários,0 candidatos,Anunciada há 1 dia,1,0,0,0,0,1,1,0,0,1,https://www.linkedin.com/jobs/view/2397296748/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=ACTIVELY_HIRING_COMPANY&refId=fWbfplVnKzmPP4ciRM2d0g%3D%3D&trackingId=akF73YWN7LIahyywmG2lPA%3D%3D&trk=flagship3_search_srp_jobs,licenciatura ou mestrado em engenharia informática ou áreas similares mínimo de 4 anos de experiência sólida na análise e desenvolvimento de plataformas de serviços  eai soa  em tecnologia java mínimo de 4 anos de experiência sólida no desenvolvimento de aplicações web com recurso a frameworks javascript conhecimento sólidos em:java 8  spring  jboss fuse  jboss eap  switchyard soap rest sql server  jpa  f  primefaces html5  css3  bootstrap  javascript  jquery  ajax   on  xml xls angular   maven  git  jenkins  nexus fluência em inglês  tanto escrita como falada  nível de experiência assistente setor tecnologia da informação e serviços software internet tipo de emprego tempo integral funções de trabalho engenharia tecnologia da informação
8,Frontend Software Engineer,Salsify,"Lisboa, Lisboa, Portugal",201-500 funcionários,14 candidatos,Anunciada há 2 semanas,1,0,0,1,0,0,0,0,0,0,https://www.linkedin.com/jobs/view/2355643981/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=SCHOOL_RECRUIT&refId=fWbfplVnKzmPP4ciRM2d0g%3D%3D&trackingId=zZiCwGtODepOSQlBc24uGQ%3D%3D&trk=flagship3_search_srp_jobs,salsify empowers brand manufacturers to win on the digital shelf by delivering the commerce experiences consumers demand anywhere they choose to shop online  the world's biggest brands including mars  l'oreal  coca-cola  bosch  and gsk use salsify every day to stand out on the digital shelf  to date  salsify has raised a total of $198 1 million in funding  led by warburg pincus  venrock  matrix partners  greenspring associates  underscore vc  and north bridge   for more information  please visit: http:  www salsify com   we're looking for talented and passionate frontend and full-stack developers who want to be part of joining our foundations d2c team  the team has been leading the development of our new digital asset management experience and we want to take the next step in scaling the team and making it even more successful as we tackle new challenges around d2c   as a software engineer at salsify you will be entrusted to innovate and constantly improve our products to deliver a platform and experience our customers love to use  you will solve complex business and scalability problems and help define the direction of the product as well as work across the entire salsify technology ecosystem like building back-end services and apis in ruby and graphql  front-end and micro front-ends in ember and interacting directly with our engineering  product and support teams to deliver exceptional customer-value  our engineers are simultaneously scaling a demanding application while simplifying complex business processes for our users and learning from top engineers along the way   we deeply value our engineering culture  we strongly emphasize clarity  competence and autonomy  we care about building the right thing  the right way  and having fun while we do it  every member of our team has the freedom and responsibility to make salsify a great place to work   how you'll make an impact build and ship production-grade software  set technical direction and help define the technical approach for the work the team takes on  work closely with product and engineering management to help define the product roadmap  collaborate with go-to-market teams to launch new functionality  grow as a leader both on the team and within the broader engineering organization  mentor new team members as the team grows  participate in tech talks and guilds to exchange ideas and strategies that advance our ability to build quality software  be proud of what you work on  learn from and give back to your team and the broader salsify community - contribute to the success of an exciting and fast growing boston-based company with global customers    you'll enjoy this role if you have experience in javascript typescript  html  and css  we use ember but it’s ok if you haven’t! experience building and debugging single page web applications powered by  on graphql  working knowledge of modern web frameworks  we are built on a ruby and ember stack  comfort transforming ux mockups into semantic markup and performant interfaces  experience building consumer facing applications in a saas or product-based company  specializing in front-end development  nice to have  foundational knowledge of computer science and software design principles  familiarity with test driven development and continuous integration  experience with contemporary frameworks  build tools  and testing tools  an interest in exchanging ideas around building robust  secure  maintainable software  comfort providing and receiving feedback on implementation ideas  thoughtful opinions about efficient and secure deployment practices    salsify’s mission is to empower brand manufacturers to win on the digital shelf   helping brand manufacturers to win online is what we do  our culture is who we are  we are empowered  we are positive thinkers  we take action  we care deeply  these values have driven salsify’s growth and earned the company numerous top workplace awards   we are headquartered in boston and have hubs in lisbon  portugal   chicago and remote offices around the globe  if you are excited to work in a fast-paced environment with a team that values agility  curiosity and passion  we want to hear from you!  salsify loves a good success story and it would be our privilege to help write yours! we recognize that talent and potential come in all forms and that years of experience does not guarantee on the job effectiveness or leadership potential  our hiring process involves recognizing a person’s achievements  subject matter expertise  and passion  not just check marks next to a job description  if you have an interest in our roles please do not hesitate to apply - we would be happy to speak with you!  salsify is committed to being an equal opportunity employer  we believe that diverse perspectives yield strong and happy teams  our employees and customers win when we have a variety of opinions and experiences  if you have a disability  require a religious accommodation or if there is anything we can do to make you more comfortable during our recruitment process  please let us know at talent@salsify com   nível de experiência assistente setor marketing e publicidade software internet tipo de emprego temporário funções de trabalho engenharia tecnologia da informação
10,Front End Software Engineer,Nuxeo,"Lisboa, Lisboa, Portugal",51-200 funcionários,7 candidatos,Anunciada há 1 semana,1,0,0,0,0,0,1,1,0,1,https://www.linkedin.com/jobs/view/2386831258/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=ACTIVELY_HIRING_COMPANY&refId=fWbfplVnKzmPP4ciRM2d0g%3D%3D&trackingId=3jfB7%2FmePrXZgW9JKeXQ%2BA%3D%3D&trk=flagship3_search_srp_jobs,we are looking fora front end software engineer to work across several aspects of the nuxeo platform with a frontend point of view   as part of a multi-disciplined team  that includes developers  a ux ui designer and a product owner  you will develop new and exciting features  and improve and maintain already existing products   on a typical week you will brainstorm with software architects  product managers  as well as designers to specify new features for the nuxeo platform  and you will collaborate with several teams to build  test and deliver these features  workload will also include code review and bug fixing  alongside our support team   there will be plenty of opportunities to learn about new technologies and you will continuously strengthen your technical competencies as you solve complex problems with simple and innovative solutions   to be successful as a front end engineer at nuxeo  you will also need to be a team player  able to work collaboratively  mentor colleagues and communicate effectively with technical and non-technical stakeholders  in order to drive and maintain our high quality software and the key features that shape our customer success stories   the team  the engineering team at nuxeo does fullstack development and has a mix of frontend and backend engineers to design  build and deliver features  and continuously improve the performance and reliability of the nuxeo content services platform  we mostly write java code and use mongodb  docker for packages  jenkins for cd  plus other associated stack technologies  we rely on aws technologies and services to provide customers with an extensible  and open  platform to drive digital assets  enterprise content  and competitive insights into the future  requirements you have good working knowledge of javascript  es6  you have experience with client-side frameworks  such as vue   or react or angular have 3  years of professional programming experience have worked with javascript package managers  such as yarn or npm and bundlers  such as webpack or rollup can develop with different programming languages you are able to keep tuned with the changes around you and proactively seek to learn from experience really care about doing things the right way can think critically and work towards real solutions you write understandable and testable code  keeping in mind maintainability you like communicating about what you do have good command of english language bonus points if    you are curious about es7  you are familiar with web components  e g   polymer  litelement lit-html  are familiar with typescript  java and ci cd tools such as jenkins and its pipeline plugin have working knowledge with designing a rest api know the fundamentals of mongodb  elasticsearch and kafka about nuxeo  since 2008  our diverse community of approximately 150 developers  engineers  administrators  sales  and operational professionals have been working to fundamentally change how people work with data and content to realize new value from their digital assets  we possess an uncompromising engineering mindset and unwavering focus on helping customers  we’re intellectually curious  hold each other accountable  and consider transparency to be one of our strongest assets –that is why nuxeo is an award-winning place to work  our clients include global brands like electronic arts  ea   tbwa  verizon  orange  farfetch  nike and agence france presse  afp   among many others  nível de experiência assistente setor tecnologia da informação e serviços software internet tipo de emprego tempo integral funções de trabalho engenharia tecnologia da informação
12,Fullstack Developer - Pleno,Blossom Bridge Consulting,"Lisboa, Lisboa, Portugal Remoto",2-10 funcionários,5 candidatos,Anunciada há 1 semana,1,0,0,1,0,0,0,0,0,0,https://www.linkedin.com/jobs/view/2388912484/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=JOB_SEEKER_QUALIFIED&refId=fWbfplVnKzmPP4ciRM2d0g%3D%3D&trackingId=UqTLfKdJkSj7yDTrPdJ2fw%3D%3D&trk=flagship3_search_srp_jobs,esta é uma posição remota   what you’ll do: - create  build  improve and optimize our systems  by implementing new practices in continuous integration and delivery  be a valued member of an autonomous  diverse  multi-functional company  build customer-faced features that will increase sales revenue and create great experiences for our travelers  ensure quality of our products and work closely with our product team to establish scalable solutions  work in a team that supports your individual growth by providing you with challenging tasks and the freedom to take new opportunities  who you are experience with product development work  experience working with agile methodologies  solid understanding of web application architecture and all of its layers  experience working with ruby on rails  javascript  vue   coding  testing  debugging and automation techniques  you are comfortable with deploying and operating as a technical leader or mentor  proud about what you accomplish and have a high interest in keeping up to date in new technologies  report directly to our head of engineering and commit to constant learning and improvement  organized and self-sufficient  proficient in english  ability to work with clojure is a plus    nível de experiência pleno-sênior setor tecnologia da informação e serviços tipo de emprego tempo integral funções de trabalho engenharia tecnologia da informação
14,Software Engineer (Javascript Full Stack),Xray by Xblend,"Porto, Portugal",Check link,88 candidatos,Anunciada há 1 semana,1,0,0,0,0,0,0,1,1,0,https://www.linkedin.com/jobs/view/2264240708/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=ACTIVELY_HIRING_COMPANY&refId=fWbfplVnKzmPP4ciRM2d0g%3D%3D&trackingId=flc%2Fx7W1GF%2FZKWrc1vOvZg%3D%3D&trk=flagship3_search_srp_jobs,anunciada por mariana lima head of talent acquisition at xray by xblend envie inmail we build cutting-edge software testing tools  our flagship product  xray  leads the test management market  more than 5 6 million users across 5 000 companies trust xray to manage 100  million test cases each month  every day  we work to provide integrated solutions that transform how our customers develop  test and ship the software they make   your role as a product software engineer you will be an active member of the product engineering team  working on critical tasks as part of release sprints  as a tech-savvy you will participate in the entire development cycle  including design  architecture  coding  testing and production   your daily activities will include: brainstorm about the project’s technical needs and requirements build reusable code and libraries  both frontend and backend  for future use optimize product and applications for maximum speed  cross browser and cross device work in a multidisciplinary team be responsible for understanding product requirements and translate them into technical services or apis design and develop product features using the best design practices and patterns recommend system solutions by comparing advantages and disadvantages of alternative development strategies integrate applications through the development of apis   services with third party modules guarantee the correct performance  security and scalability of all developed services or features guarantee that unit test   test sets are correctly updated so that continuous integration engine remains flawless  skills you need to have msc   bsc in information systems or computer engineering and or computer science professional experience  3  years  as a developer in javascript based technologies and html5  css3 experience with the javascript framework react experience with node   experience with mongodb database strong experience in using git and jira team player and problem solving skills strong communication skills  written and spoken  fluent in english  written and spoken   will be a nice plus if you have knowledge or experience with docker kubernetes ecosystem knowledge or experience in deploying software solution on aws cloud ecosystem experience with development and deployment of large scale applications  our offer you can expect a competitive salary  comprehensive professional development adjusted to your individual goals and a relaxed and informal culture   we have various office perks  but due to covid-19  we are providing our employees a home office voucher they can spend in order to be fully set up during these times   nível de experiência pleno-sênior setor software tecnologia da informação e serviços tipo de emprego tempo integral funções de trabalho tecnologia da informação engenharia
16,Fullstack developer 100% Remote Spain & Portugal (RoR+REACT),Robert Walters,"Lisboa, Lisboa, Portugal Remoto",Check link,38 candidatos,Anunciada há 1 mês,0,0,0,0,0,0,0,1,0,0,https://www.linkedin.com/jobs/view/2349493283/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=SCHOOL_RECRUIT&refId=fWbfplVnKzmPP4ciRM2d0g%3D%3D&trackingId=TfGP5L2jV8dLp9YT7NCWiw%3D%3D&trk=flagship3_search_srp_jobs,our client is looking for a talented fullstack developer  with motivation and no fear for new challenges  they're currently working with ror for backend and react react native for frontend  but you don't need to be profficient with that because we need good software engineers!  what will you do you will build and ship new features with full ownership and accountability  deploying to production multiple times per day  you will learn from the best experienced workmates and you will help to teach to the newest ones  in the best environment  you will collaborate with other teams in different departments and business areas as marketing  sales  operations    you will join a multidisciplinary team of product and engineering  working with agile methodologies  best practises and having fun! you will help the team to solve the problems because the management team is going to trust on you    requirements  you have to be a smart developer  exploring all the solutions possible for a problem given and choosing the best one in terms of short-long term balance  you also have to propose new ideas and being responsible to make it happen  you also have to be be ready to learn all type of skills  not only engineering ones  finally  you have to love working with the best practises  quality orients  clean  scalable and maintainable code  code reviewer and tested code fan    benefits really flexible working hours and trusted remote flexibility  freedom to work with the best practises  agile methodology in different multidisciplinary teams  the possibility to work in a dynamic and multicultural startup in the 22@  the technological neighbourhood of barcelona   working with the best tech stack and the best environment of barcelona  free coffee  gaming room  private health insurance and more!  apply now! nível de experiência assistente setor tecnologia da informação e serviços software recursos humanos tipo de emprego tempo integral funções de trabalho tecnologia da informação
18,Full Stack Devops Developer,Syone,"Porto, Porto, Portugal",Check link,0 candidatos,Anunciada há 1 mês,1,0,0,1,0,0,0,0,0,0,https://www.linkedin.com/jobs/view/2373723655/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=SCHOOL_RECRUIT&refId=fWbfplVnKzmPP4ciRM2d0g%3D%3D&trackingId=AGnApqkUl9H%2Fn7W0sDa0Kg%3D%3D&trk=flagship3_search_srp_jobs,job description  positioned at the very heart of the organization  the team will actively involve itself with all services in the company  as the team works to bring existing services to the next level  it is continuously working on new applications  and finding ways of integrating the service propositions  key accountabilities  as one of the founding members of this new team  your role is fundamental to its success  with a proven track record and exceptional it skills  you will be in close contact with our small development teams stationed throughout europe   as you assess their applications and infrastructure  their policies and processes  you continually work to improve and mature their solutions   when your technical skills combine with your ability to communicate and operate in teams  you are effective and instrumental in bringing positive change  as your knowledge of the applications increases  you are able to identify opportunities for integration and increased efficiency  working closely with our business owners  your role is instrumental in guiding and contributing to a continuous stream of new projects   you are a full stack developer  comfortable working in a devops model   requirements   what do i need to bring? operate on a senior level  degree master in information technology or equivalent experience in the area  good command of the english language  you work well in teams  and have good communication skills  your technical expertise covers the following: kubernetes eks aks  containers openshift ecs  azure serverless services aws serverless: lambda stepfuctions  excellent api development skills  application monitoring  backend: python|go|node  | php | ruby |  net core  frontend: javascript | html | css | bootstrap  cicd pipelines technologies  linux os & ansible  what can syone offer me? integration in an organization with profound and sustained growth and involvement in pioneering projects with innovative technological solutions  strong it training plans  professional evolution with intervention in ambitious technological projects  both national and internationally  nível de experiência assistente setor tecnologia da informação e serviços software serviços financeiros tipo de emprego tempo integral funções de trabalho engenharia tecnologia da informação
